num__id,num__dur,num__spkts,num__dpkts,num__sbytes,num__dbytes,num__rate,num__sttl,num__dttl,num__sload,num__dload,num__sloss,num__dloss,num__sinpkt,num__dinpkt,num__sjit,num__djit,num__swin,num__stcpb,num__dtcpb,num__dwin,num__tcprtt,num__synack,num__ackdat,num__smean,num__dmean,num__trans_depth,num__response_body_len,num__ct_srv_src,num__ct_state_ttl,num__ct_dst_ltm,num__ct_src_dport_ltm,num__ct_dst_sport_ltm,num__ct_dst_src_ltm,num__is_ftp_login,num__ct_ftp_cmd,num__ct_flw_http_mthd,num__ct_src_ltm,num__ct_srv_dst,num__is_sm_ips_ports,cat__proto_3pc,cat__proto_a/n,cat__proto_aes-sp3-d,cat__proto_any,cat__proto_aris,cat__proto_arp,cat__proto_ax.25,cat__proto_bna,cat__proto_br-sat-mon,cat__proto_cftp,cat__proto_chaos,cat__proto_compaq-peer,cat__proto_cphb,cat__proto_cpnx,cat__proto_crtp,cat__proto_crudp,cat__proto_dcn,cat__proto_ddp,cat__proto_ddx,cat__proto_dgp,cat__proto_egp,cat__proto_eigrp,cat__proto_emcon,cat__proto_encap,cat__proto_etherip,cat__proto_fc,cat__proto_fire,cat__proto_ggp,cat__proto_gmtp,cat__proto_gre,cat__proto_hmp,cat__proto_i-nlsp,cat__proto_iatp,cat__proto_ib,cat__proto_icmp,cat__proto_idpr,cat__proto_idpr-cmtp,cat__proto_idrp,cat__proto_ifmp,cat__proto_igmp,cat__proto_il,cat__proto_ip,cat__proto_ipcomp,cat__proto_ipcv,cat__proto_ipip,cat__proto_iplt,cat__proto_ipnip,cat__proto_ippc,cat__proto_ipv6,cat__proto_ipv6-frag,cat__proto_ipv6-no,cat__proto_ipv6-opts,cat__proto_ipv6-route,cat__proto_ipx-n-ip,cat__proto_irtp,cat__proto_isis,cat__proto_iso-ip,cat__proto_iso-tp4,cat__proto_kryptolan,cat__proto_l2tp,cat__proto_larp,cat__proto_leaf-1,cat__proto_leaf-2,cat__proto_merit-inp,cat__proto_mfe-nsp,cat__proto_mhrp,cat__proto_micp,cat__proto_mobile,cat__proto_mtp,cat__proto_narp,cat__proto_netblt,cat__proto_nsfnet-igp,cat__proto_nvp,cat__proto_ospf,cat__proto_pgm,cat__proto_pim,cat__proto_pipe,cat__proto_pnni,cat__proto_pri-enc,cat__proto_prm,cat__proto_ptp,cat__proto_pvp,cat__proto_qnx,cat__proto_rdp,cat__proto_rsvp,cat__proto_sat-expak,cat__proto_sat-mon,cat__proto_sccopmce,cat__proto_scps,cat__proto_sctp,cat__proto_sdrp,cat__proto_secure-vmtp,cat__proto_sep,cat__proto_skip,cat__proto_sm,cat__proto_smp,cat__proto_snp,cat__proto_sprite-rpc,cat__proto_sps,cat__proto_srp,cat__proto_stp,cat__proto_sun-nd,cat__proto_swipe,cat__proto_tcf,cat__proto_tcp,cat__proto_tlsp,cat__proto_tp++,cat__proto_trunk-1,cat__proto_trunk-2,cat__proto_ttp,cat__proto_udp,cat__proto_unas,cat__proto_uti,cat__proto_vines,cat__proto_visa,cat__proto_vmtp,cat__proto_vrrp,cat__proto_wb-expak,cat__proto_wb-mon,cat__proto_wsn,cat__proto_xnet,cat__proto_xns-idp,cat__proto_xtp,cat__proto_zero,cat__service_-,cat__service_dhcp,cat__service_dns,cat__service_ftp,cat__service_ftp-data,cat__service_http,cat__service_irc,cat__service_pop3,cat__service_radius,cat__service_smtp,cat__service_snmp,cat__service_ssl,cat__state_ACC,cat__state_CON,cat__state_ECO,cat__state_FIN,cat__state_INT,cat__state_REQ,cat__state_RST,label
0.14581773,2.253904,1.159387,1.3414092,0.6408898,0.67107785,-1.1729712,0.2522806,1.4927925,-1.1355321,0.030723404,1.0017352,0.5065977,2.521121,2.4418268,2.4427562,2.3995707,1.4667711,1.5545825,2.8146465,1.4672862,1.5694354,1.3073423,1.7401476,-0.7622389,0.7321655,0.0,0.0,-0.6784444,-1.1333853,-0.8625097,-0.7867727,-0.72435117,-0.12121689,0.0,0.0,0.0,-0.8363409,-0.61857265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.062711015,0.5061549,1.159387,0.8414777,0.55960274,0.37441838,-1.1726533,0.2522806,1.4927925,-1.1353946,0.41195288,1.0017352,0.5065977,0.5932124,0.71387875,0.42967185,0.63740927,1.4667711,2.788522,2.5474825,1.4672862,1.6367652,2.5634618,0.59581506,-0.8779151,0.7630167,0.0,0.0,0.53366184,-1.1333853,-0.2746377,-0.12581888,-0.72435117,0.18038408,0.0,0.0,0.0,-0.0773755,-0.119593844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-1.2748303,0.11768121,-0.2098199,0.34154624,0.5054113,0.5537939,-1.1728193,-4.111154,-0.43243566,-1.1353421,0.939741,-0.6237648,-0.54519695,1.7258472,1.1081083,-0.5427229,0.955607,-0.68177915,-0.5574023,-0.55719453,-0.6815564,-0.6191321,-0.59154296,-0.6094749,2.3224587,1.8428079,0.0,0.0,0.29124057,-2.9079602,0.31323433,-0.7867727,-0.72435117,-0.4228179,0.0,0.0,0.0,-0.0773755,0.62887436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.25151485,1.3082289,1.159387,0.8414777,0.41328594,0.37441838,-1.1728911,0.2522806,1.4927925,-1.1355045,0.065247774,1.0017352,0.5065977,1.4317181,2.1924286,1.361538,2.267396,1.4667711,2.5900764,2.4717126,1.4672862,1.1889868,1.141618,1.1647385,-1.1092674,0.7630167,0.0,0.0,-0.43602318,-1.1333853,-0.8625097,-0.7867727,-0.72435117,-0.4228179,0.0,0.0,0.0,-0.45685822,-0.61857265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.99766535,0.66764593,2.528594,3.8410666,3.1391134,5.1209702,-1.1721228,-4.111154,-0.43243566,-1.1350701,4.6479235,2.6272352,3.6619818,0.23926479,-0.029111957,0.3223692,0.05364058,1.4667711,2.0975883,2.111428,1.4672862,-0.60669583,-0.5731563,-0.60383993,0.5487576,2.1821709,0.0,0.0,0.77608305,-2.9079602,2.6647224,1.8570427,-0.72435117,0.18038408,0.0,0.0,0.0,2.1995208,0.37938496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.0132601475,0.8686401,1.159387,0.8414777,0.78178746,0.37441838,-1.1727924,0.2522806,1.4927925,-1.135427,0.20917031,1.0017352,0.5065977,0.8247038,1.4761058,0.64656836,1.2384522,1.4667711,-0.1413695,2.2510421,1.4672862,1.2526909,1.2646377,1.1643133,-0.5694453,0.7630167,0.0,0.0,-0.43602318,-1.1333853,-0.2746377,-0.7867727,-0.72435117,-0.12121689,0.0,0.0,0.0,-0.8363409,-0.36908326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-1.1337371,1.6669022,3.897801,2.8412037,2.9494436,5.410731,-1.1725662,-4.111154,-0.43243566,-1.1353225,2.5330284,3.439985,3.6619818,0.4744644,0.76703286,0.7952857,0.8153967,1.4667711,2.9523997,2.9358773,1.4672862,-0.6049736,-0.56980693,-0.60387534,-0.5694453,3.1694083,0.0,0.0,-0.92086565,-2.9079602,-0.2746377,-0.7867727,-0.72435117,-1.0260198,0.0,0.0,0.0,-0.8363409,-0.36908326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.089598745,0.94887614,1.159387,0.8414777,3.1011794,0.37441838,-1.1728145,0.2522806,1.4927925,-1.1351922,0.17690538,1.0017352,0.5065977,1.1425163,1.453771,0.85627705,1.2924489,1.4667711,0.19990398,0.38836145,1.4672862,1.8396978,2.3105145,1.2494763,2.7466047,0.7630167,0.0,0.0,0.048819326,-1.1333853,-0.8625097,-0.7867727,-0.72435117,-0.7244189,0.0,0.0,0.0,-0.8363409,-0.8680621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.17984298,1.6900914,2.528594,2.341272,1.421246,1.6645422,-1.1727222,0.2522806,1.4927925,-1.1354452,0.6503072,3.439985,2.610187,0.9169347,0.9097789,1.1755226,0.9596963,1.4667711,2.457112,0.9400844,1.4672862,1.3434069,1.4090446,1.1949692,-0.9550325,1.0406773,0.0,0.0,0.53366184,-1.1333853,-0.8625097,-0.7867727,-0.72435117,1.0851871,0.0,0.0,0.0,-0.8363409,0.62887436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-1.0928828,-0.18822901,-0.2098199,0.34154624,0.37535197,0.49860144,-1.1725343,-4.111154,-0.43243566,-1.1351826,1.7775959,-0.6237648,-0.54519695,0.43042147,0.4168281,-0.57287425,0.32736096,-0.68177915,-0.5574023,-0.55719453,-0.6815564,-0.6191321,-0.59154296,-0.6094749,1.8597542,1.7194031,0.0,0.0,0.048819326,-2.9079602,0.90110636,-0.7867727,-0.72435117,0.18038408,0.0,0.0,0.0,-0.0773755,0.12989557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
